model,block_layer,stage,pooling,source_language,target_language,metric,value,n
Qwen/Qwen2.5-0.5B,22,input,mean,en,zh,r10,0.9140625,512
Qwen/Qwen2.5-0.5B,22,input,mean,en,zh,mrr,0.8480224026710892,512
Qwen/Qwen2.5-0.5B,22,input,mean,ko,en,r1,0.361328125,512
Qwen/Qwen2.5-0.5B,22,input,mean,ko,en,r5,0.59375,512
Qwen/Qwen2.5-0.5B,22,input,mean,ko,en,r10,0.681640625,512
Qwen/Qwen2.5-0.5B,22,input,mean,ko,en,mrr,0.46858703985544203,512
Qwen/Qwen2.5-0.5B,22,input,mean,ko,ja,r1,0.3515625,512
Qwen/Qwen2.5-0.5B,22,input,mean,ko,ja,r5,0.6484375,512
Qwen/Qwen2.5-0.5B,22,input,mean,ko,ja,r10,0.755859375,512
Qwen/Qwen2.5-0.5B,22,input,mean,ko,ja,mrr,0.4853030552815636,512
Qwen/Qwen2.5-0.5B,22,input,mean,ko,zh,r1,0.357421875,512
Qwen/Qwen2.5-0.5B,22,input,mean,ko,zh,r5,0.587890625,512
Qwen/Qwen2.5-0.5B,22,input,mean,ko,zh,r10,0.693359375,512
Qwen/Qwen2.5-0.5B,22,input,mean,ko,zh,mrr,0.4701258787116982,512
Qwen/Qwen2.5-0.5B,22,input,mean,ja,en,r1,0.6484375,512
Qwen/Qwen2.5-0.5B,22,input,mean,ja,en,r5,0.8515625,512
Qwen/Qwen2.5-0.5B,22,input,mean,ja,en,r10,0.89453125,512
Qwen/Qwen2.5-0.5B,22,input,mean,ja,en,mrr,0.7384451637836433,512
Qwen/Qwen2.5-0.5B,22,input,mean,ja,ko,r1,0.458984375,512
Qwen/Qwen2.5-0.5B,22,input,mean,ja,ko,r5,0.623046875,512
Qwen/Qwen2.5-0.5B,22,input,mean,ja,ko,r10,0.68359375,512
Qwen/Qwen2.5-0.5B,22,input,mean,ja,ko,mrr,0.5408772435136313,512
Qwen/Qwen2.5-0.5B,22,input,mean,ja,zh,r1,0.685546875,512
Qwen/Qwen2.5-0.5B,22,input,mean,ja,zh,r5,0.845703125,512
Qwen/Qwen2.5-0.5B,22,input,mean,ja,zh,r10,0.88671875,512
Qwen/Qwen2.5-0.5B,22,input,mean,ja,zh,mrr,0.7610800819200214,512
Qwen/Qwen2.5-0.5B,22,input,mean,zh,en,r1,0.84375,512
Qwen/Qwen2.5-0.5B,22,input,mean,zh,en,r5,0.92578125,512
Qwen/Qwen2.5-0.5B,22,input,mean,zh,en,r10,0.9375,512
Qwen/Qwen2.5-0.5B,22,input,mean,zh,en,mrr,0.8791839472094236,512
Qwen/Qwen2.5-0.5B,22,input,mean,zh,ko,r1,0.0390625,512
Qwen/Qwen2.5-0.5B,22,input,mean,zh,ko,r5,0.083984375,512
Qwen/Qwen2.5-0.5B,22,input,mean,zh,ko,r10,0.1328125,512
Qwen/Qwen2.5-0.5B,22,input,mean,zh,ko,mrr,0.0730462633787797,512
Qwen/Qwen2.5-0.5B,22,input,mean,zh,ja,r1,0.052734375,512
Qwen/Qwen2.5-0.5B,22,input,mean,zh,ja,r5,0.12890625,512
Qwen/Qwen2.5-0.5B,22,input,mean,zh,ja,r10,0.158203125,512
Qwen/Qwen2.5-0.5B,22,input,mean,zh,ja,mrr,0.09757354887816869,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,en,ko,r1,0.587890625,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,en,ko,r5,0.833984375,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,en,ko,r10,0.88671875,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,en,ko,mrr,0.6966971977914262,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,en,ja,r1,0.716796875,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,en,ja,r5,0.919921875,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,en,ja,r10,0.958984375,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,en,ja,mrr,0.8100295151490379,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,en,zh,r1,0.873046875,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,en,zh,r5,0.9765625,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,en,zh,r10,0.98828125,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,en,zh,mrr,0.9188670240205765,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,ko,en,r1,0.328125,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,ko,en,r5,0.51953125,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,ko,en,r10,0.640625,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,ko,en,mrr,0.42868369866152944,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,ko,ja,r1,0.572265625,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,ko,ja,r5,0.806640625,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,ko,ja,r10,0.865234375,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,ko,ja,mrr,0.676400210334742,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,ko,zh,r1,0.513671875,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,ko,zh,r5,0.73046875,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,ko,zh,r10,0.787109375,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,ko,zh,mrr,0.6119791370793314,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,ja,en,r1,0.517578125,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,ja,en,r5,0.751953125,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,ja,en,r10,0.82421875,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,ja,en,mrr,0.6279183034223285,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,ja,ko,r1,0.7109375,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,ja,ko,r5,0.880859375,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,ja,ko,r10,0.912109375,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,ja,ko,mrr,0.7872286675208324,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,ja,zh,r1,0.734375,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,ja,zh,r5,0.896484375,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,ja,zh,r10,0.93359375,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,ja,zh,mrr,0.8099142348341848,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,zh,en,r1,0.80078125,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,zh,en,r5,0.947265625,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,zh,en,r10,0.970703125,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,zh,en,mrr,0.8643622150106522,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,zh,ko,r1,0.591796875,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,zh,ko,r5,0.80859375,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,zh,ko,r10,0.865234375,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,zh,ko,mrr,0.6912161767989753,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,zh,ja,r1,0.66796875,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,zh,ja,r5,0.88671875,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,zh,ja,r10,0.931640625,512
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,zh,ja,mrr,0.768094407349675,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,en,ko,r1,0.015625,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,en,ko,r5,0.060546875,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,en,ko,r10,0.1015625,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,en,ko,mrr,0.04700513339502828,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,en,ja,r1,0.021484375,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,en,ja,r5,0.083984375,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,en,ja,r10,0.119140625,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,en,ja,mrr,0.06119637742552342,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,en,zh,r1,0.794921875,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,en,zh,r5,0.880859375,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,en,zh,r10,0.90625,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,en,zh,mrr,0.8363414127755817,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,ko,en,r1,0.37890625,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,ko,en,r5,0.5703125,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,ko,en,r10,0.66796875,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,ko,en,mrr,0.4739236266355271,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,ko,ja,r1,0.435546875,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,ko,ja,r5,0.703125,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,ko,ja,r10,0.787109375,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,ko,ja,mrr,0.5526489051028034,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,ko,zh,r1,0.4296875,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,ko,zh,r5,0.654296875,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,ko,zh,r10,0.75390625,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,ko,zh,mrr,0.5330394960423166,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,ja,en,r1,0.580078125,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,ja,en,r5,0.755859375,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,ja,en,r10,0.822265625,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,ja,en,mrr,0.6655765255775052,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,ja,ko,r1,0.544921875,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,ja,ko,r5,0.701171875,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,ja,ko,r10,0.7734375,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,ja,ko,mrr,0.6182401082174314,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,ja,zh,r1,0.662109375,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,ja,zh,r5,0.80859375,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,ja,zh,r10,0.853515625,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,ja,zh,mrr,0.730171336906227,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,zh,en,r1,0.884765625,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,zh,en,r5,0.935546875,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,zh,en,r10,0.947265625,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,zh,en,mrr,0.9098989060435316,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,zh,ko,r1,0.0546875,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,zh,ko,r5,0.134765625,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,zh,ko,r10,0.18359375,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,zh,ko,mrr,0.10094129532984795,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,zh,ja,r1,0.07421875,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,zh,ja,r5,0.15234375,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,zh,ja,r10,0.224609375,512
Qwen/Qwen2.5-0.5B,22,post_attention,mean,zh,ja,mrr,0.12514933762609753,512
Qwen/Qwen2.5-0.5B,22,output,last_token,en,ko,r1,0.560546875,512
Qwen/Qwen2.5-0.5B,22,output,last_token,en,ko,r5,0.830078125,512
Qwen/Qwen2.5-0.5B,22,output,last_token,en,ko,r10,0.880859375,512
Qwen/Qwen2.5-0.5B,22,output,last_token,en,ko,mrr,0.6799383635752078,512
Qwen/Qwen2.5-0.5B,22,output,last_token,en,ja,r1,0.693359375,512
Qwen/Qwen2.5-0.5B,22,output,last_token,en,ja,r5,0.9140625,512
Qwen/Qwen2.5-0.5B,22,output,last_token,en,ja,r10,0.95703125,512
Qwen/Qwen2.5-0.5B,22,output,last_token,en,ja,mrr,0.7904402941662543,512
Qwen/Qwen2.5-0.5B,22,output,last_token,en,zh,r1,0.861328125,512
Qwen/Qwen2.5-0.5B,22,output,last_token,en,zh,r5,0.974609375,512
Qwen/Qwen2.5-0.5B,22,output,last_token,en,zh,r10,0.982421875,512
Qwen/Qwen2.5-0.5B,22,output,last_token,en,zh,mrr,0.9112075188145778,512
Qwen/Qwen2.5-0.5B,22,output,last_token,ko,en,r1,0.259765625,512
Qwen/Qwen2.5-0.5B,22,output,last_token,ko,en,r5,0.44140625,512
Qwen/Qwen2.5-0.5B,22,output,last_token,ko,en,r10,0.53515625,512
Qwen/Qwen2.5-0.5B,22,output,last_token,ko,en,mrr,0.3521068451256352,512
Qwen/Qwen2.5-0.5B,22,output,last_token,ko,ja,r1,0.505859375,512
Qwen/Qwen2.5-0.5B,22,output,last_token,ko,ja,r5,0.763671875,512
Qwen/Qwen2.5-0.5B,22,output,last_token,ko,ja,r10,0.8359375,512
Qwen/Qwen2.5-0.5B,22,output,last_token,ko,ja,mrr,0.620130389033301,512
Qwen/Qwen2.5-0.5B,22,output,last_token,ko,zh,r1,0.421875,512
Qwen/Qwen2.5-0.5B,22,output,last_token,ko,zh,r5,0.669921875,512
Qwen/Qwen2.5-0.5B,22,output,last_token,ko,zh,r10,0.75390625,512
Qwen/Qwen2.5-0.5B,22,output,last_token,ko,zh,mrr,0.539308521576397,512
Qwen/Qwen2.5-0.5B,22,output,last_token,ja,en,r1,0.49609375,512
Qwen/Qwen2.5-0.5B,22,output,last_token,ja,en,r5,0.73828125,512
Qwen/Qwen2.5-0.5B,22,output,last_token,ja,en,r10,0.822265625,512
Qwen/Qwen2.5-0.5B,22,output,last_token,ja,en,mrr,0.6082637852137671,512
Qwen/Qwen2.5-0.5B,22,output,last_token,ja,ko,r1,0.728515625,512
Qwen/Qwen2.5-0.5B,22,output,last_token,ja,ko,r5,0.876953125,512
Qwen/Qwen2.5-0.5B,22,output,last_token,ja,ko,r10,0.91015625,512
Qwen/Qwen2.5-0.5B,22,output,last_token,ja,ko,mrr,0.7933719627882894,512
Qwen/Qwen2.5-0.5B,22,output,last_token,ja,zh,r1,0.732421875,512
Qwen/Qwen2.5-0.5B,22,output,last_token,ja,zh,r5,0.892578125,512
Qwen/Qwen2.5-0.5B,22,output,last_token,ja,zh,r10,0.9375,512
Qwen/Qwen2.5-0.5B,22,output,last_token,ja,zh,mrr,0.8045451685328651,512
Qwen/Qwen2.5-0.5B,22,output,last_token,zh,en,r1,0.7578125,512
Qwen/Qwen2.5-0.5B,22,output,last_token,zh,en,r5,0.919921875,512
Qwen/Qwen2.5-0.5B,22,output,last_token,zh,en,r10,0.95703125,512
Qwen/Qwen2.5-0.5B,22,output,last_token,zh,en,mrr,0.8296961797525817,512
Qwen/Qwen2.5-0.5B,22,output,last_token,zh,ko,r1,0.578125,512
Qwen/Qwen2.5-0.5B,22,output,last_token,zh,ko,r5,0.81640625,512
Qwen/Qwen2.5-0.5B,22,output,last_token,zh,ko,r10,0.861328125,512
Qwen/Qwen2.5-0.5B,22,output,last_token,zh,ko,mrr,0.6887150851434244,512
Qwen/Qwen2.5-0.5B,22,output,last_token,zh,ja,r1,0.6640625,512
Qwen/Qwen2.5-0.5B,22,output,last_token,zh,ja,r5,0.8828125,512
Qwen/Qwen2.5-0.5B,22,output,last_token,zh,ja,r10,0.93359375,512
Qwen/Qwen2.5-0.5B,22,output,last_token,zh,ja,mrr,0.7661806546105527,512
Qwen/Qwen2.5-0.5B,22,output,mean,en,ko,r1,0.392578125,512
Qwen/Qwen2.5-0.5B,22,output,mean,en,ko,r5,0.7578125,512
Qwen/Qwen2.5-0.5B,22,output,mean,en,ko,r10,0.845703125,512
Qwen/Qwen2.5-0.5B,22,output,mean,en,ko,mrr,0.5498172242601971,512
Qwen/Qwen2.5-0.5B,22,output,mean,en,ja,r1,0.087890625,512
Qwen/Qwen2.5-0.5B,22,output,mean,en,ja,r5,0.505859375,512
Qwen/Qwen2.5-0.5B,22,output,mean,en,ja,r10,0.712890625,512
Qwen/Qwen2.5-0.5B,22,output,mean,en,ja,mrr,0.2638299557062176,512
Qwen/Qwen2.5-0.5B,22,output,mean,en,zh,r1,0.94921875,512
Qwen/Qwen2.5-0.5B,22,output,mean,en,zh,r5,0.98828125,512
Qwen/Qwen2.5-0.5B,22,output,mean,en,zh,r10,0.994140625,512
Qwen/Qwen2.5-0.5B,22,output,mean,en,zh,mrr,0.9678905404491343,512
Qwen/Qwen2.5-0.5B,22,output,mean,ko,en,r1,0.35546875,512
Qwen/Qwen2.5-0.5B,22,output,mean,ko,en,r5,0.5859375,512
Qwen/Qwen2.5-0.5B,22,output,mean,ko,en,r10,0.677734375,512
Qwen/Qwen2.5-0.5B,22,output,mean,ko,en,mrr,0.46275006300921667,512
Qwen/Qwen2.5-0.5B,22,output,mean,ko,ja,r1,0.22265625,512
Qwen/Qwen2.5-0.5B,22,output,mean,ko,ja,r5,0.6328125,512
Qwen/Qwen2.5-0.5B,22,output,mean,ko,ja,r10,0.8046875,512
Qwen/Qwen2.5-0.5B,22,output,mean,ko,ja,mrr,0.39955967177660834,512
Qwen/Qwen2.5-0.5B,22,output,mean,ko,zh,r1,0.427734375,512
Qwen/Qwen2.5-0.5B,22,output,mean,ko,zh,r5,0.70703125,512
Qwen/Qwen2.5-0.5B,22,output,mean,ko,zh,r10,0.798828125,512
Qwen/Qwen2.5-0.5B,22,output,mean,ko,zh,mrr,0.5553352635895872,512
Qwen/Qwen2.5-0.5B,22,output,mean,ja,en,r1,0.548828125,512
Qwen/Qwen2.5-0.5B,22,output,mean,ja,en,r5,0.779296875,512
Qwen/Qwen2.5-0.5B,22,output,mean,ja,en,r10,0.87109375,512
Qwen/Qwen2.5-0.5B,22,output,mean,ja,en,mrr,0.6533569768451204,512
Qwen/Qwen2.5-0.5B,22,output,mean,ja,ko,r1,0.7734375,512
Qwen/Qwen2.5-0.5B,22,output,mean,ja,ko,r5,0.927734375,512
Qwen/Qwen2.5-0.5B,22,output,mean,ja,ko,r10,0.95703125,512
Qwen/Qwen2.5-0.5B,22,output,mean,ja,ko,mrr,0.8394821140038191,512
Qwen/Qwen2.5-0.5B,22,output,mean,ja,zh,r1,0.767578125,512
Qwen/Qwen2.5-0.5B,22,output,mean,ja,zh,r5,0.94140625,512
Qwen/Qwen2.5-0.5B,22,output,mean,ja,zh,r10,0.970703125,512
Qwen/Qwen2.5-0.5B,22,output,mean,ja,zh,mrr,0.8460172878874153,512
Qwen/Qwen2.5-0.5B,22,output,mean,zh,en,r1,0.958984375,512
Qwen/Qwen2.5-0.5B,22,output,mean,zh,en,r5,0.990234375,512
Qwen/Qwen2.5-0.5B,22,output,mean,zh,en,r10,0.9921875,512
Qwen/Qwen2.5-0.5B,22,output,mean,zh,en,mrr,0.9735056046060451,512
Qwen/Qwen2.5-0.5B,22,output,mean,zh,ko,r1,0.517578125,512
Qwen/Qwen2.5-0.5B,22,output,mean,zh,ko,r5,0.8046875,512
Qwen/Qwen2.5-0.5B,22,output,mean,zh,ko,r10,0.892578125,512
Qwen/Qwen2.5-0.5B,22,output,mean,zh,ko,mrr,0.6461970006008798,512
Qwen/Qwen2.5-0.5B,22,output,mean,zh,ja,r1,0.21875,512
Qwen/Qwen2.5-0.5B,22,output,mean,zh,ja,r5,0.615234375,512
Qwen/Qwen2.5-0.5B,22,output,mean,zh,ja,r10,0.796875,512
Qwen/Qwen2.5-0.5B,22,output,mean,zh,ja,mrr,0.38853531867151453,512
