model,block_layer,stage,pooling,source_language,target_language,metric,value,n
trillionlabs/Tri-0.5B-Base,7,input,last_token,zh,en,mrr,0.2865332201899343,512
trillionlabs/Tri-0.5B-Base,7,input,last_token,zh,ko,r1,0.05859375,512
trillionlabs/Tri-0.5B-Base,7,input,last_token,zh,ko,r5,0.1328125,512
trillionlabs/Tri-0.5B-Base,7,input,last_token,zh,ko,r10,0.162109375,512
trillionlabs/Tri-0.5B-Base,7,input,last_token,zh,ko,mrr,0.10008406357723963,512
trillionlabs/Tri-0.5B-Base,7,input,last_token,zh,ja,r1,0.03515625,512
trillionlabs/Tri-0.5B-Base,7,input,last_token,zh,ja,r5,0.099609375,512
trillionlabs/Tri-0.5B-Base,7,input,last_token,zh,ja,r10,0.125,512
trillionlabs/Tri-0.5B-Base,7,input,last_token,zh,ja,mrr,0.07384465902731849,512
trillionlabs/Tri-0.5B-Base,7,input,mean,en,ko,r1,0.705078125,512
trillionlabs/Tri-0.5B-Base,7,input,mean,en,ko,r5,0.826171875,512
trillionlabs/Tri-0.5B-Base,7,input,mean,en,ko,r10,0.873046875,512
trillionlabs/Tri-0.5B-Base,7,input,mean,en,ko,mrr,0.7633724655891975,512
trillionlabs/Tri-0.5B-Base,7,input,mean,en,ja,r1,0.62890625,512
trillionlabs/Tri-0.5B-Base,7,input,mean,en,ja,r5,0.806640625,512
trillionlabs/Tri-0.5B-Base,7,input,mean,en,ja,r10,0.85546875,512
trillionlabs/Tri-0.5B-Base,7,input,mean,en,ja,mrr,0.7113172827926959,512
trillionlabs/Tri-0.5B-Base,7,input,mean,en,zh,r1,0.640625,512
trillionlabs/Tri-0.5B-Base,7,input,mean,en,zh,r5,0.7734375,512
trillionlabs/Tri-0.5B-Base,7,input,mean,en,zh,r10,0.8203125,512
trillionlabs/Tri-0.5B-Base,7,input,mean,en,zh,mrr,0.7037827761187136,512
trillionlabs/Tri-0.5B-Base,7,input,mean,ko,en,r1,0.91015625,512
trillionlabs/Tri-0.5B-Base,7,input,mean,ko,en,r5,0.970703125,512
trillionlabs/Tri-0.5B-Base,7,input,mean,ko,en,r10,0.98046875,512
trillionlabs/Tri-0.5B-Base,7,input,mean,ko,en,mrr,0.9388765062684308,512
trillionlabs/Tri-0.5B-Base,7,input,mean,ko,ja,r1,0.84375,512
trillionlabs/Tri-0.5B-Base,7,input,mean,ko,ja,r5,0.9296875,512
trillionlabs/Tri-0.5B-Base,7,input,mean,ko,ja,r10,0.955078125,512
trillionlabs/Tri-0.5B-Base,7,input,mean,ko,ja,mrr,0.881231364110814,512
trillionlabs/Tri-0.5B-Base,7,input,mean,ko,zh,r1,0.6328125,512
trillionlabs/Tri-0.5B-Base,7,input,mean,ko,zh,r5,0.80078125,512
trillionlabs/Tri-0.5B-Base,7,input,mean,ko,zh,r10,0.853515625,512
trillionlabs/Tri-0.5B-Base,7,input,mean,ko,zh,mrr,0.7085044693744299,512
trillionlabs/Tri-0.5B-Base,7,input,mean,ja,en,r1,0.810546875,512
trillionlabs/Tri-0.5B-Base,7,input,mean,ja,en,r5,0.919921875,512
trillionlabs/Tri-0.5B-Base,7,input,mean,ja,en,r10,0.94140625,512
trillionlabs/Tri-0.5B-Base,7,input,mean,ja,en,mrr,0.8637677371115846,512
trillionlabs/Tri-0.5B-Base,7,input,mean,ja,ko,r1,0.8203125,512
trillionlabs/Tri-0.5B-Base,7,input,mean,ja,ko,r5,0.921875,512
trillionlabs/Tri-0.5B-Base,7,input,mean,ja,ko,r10,0.951171875,512
trillionlabs/Tri-0.5B-Base,7,input,mean,ja,ko,mrr,0.8681573525321533,512
trillionlabs/Tri-0.5B-Base,7,input,mean,ja,zh,r1,0.79296875,512
trillionlabs/Tri-0.5B-Base,7,input,mean,ja,zh,r5,0.9140625,512
trillionlabs/Tri-0.5B-Base,7,input,mean,ja,zh,r10,0.9453125,512
trillionlabs/Tri-0.5B-Base,7,input,mean,ja,zh,mrr,0.8504888118733084,512
trillionlabs/Tri-0.5B-Base,7,input,mean,zh,en,r1,0.892578125,512
trillionlabs/Tri-0.5B-Base,7,input,mean,zh,en,r5,0.962890625,512
trillionlabs/Tri-0.5B-Base,7,input,mean,zh,en,r10,0.978515625,512
trillionlabs/Tri-0.5B-Base,7,input,mean,zh,en,mrr,0.9241272490348856,512
trillionlabs/Tri-0.5B-Base,7,input,mean,zh,ko,r1,0.71875,512
trillionlabs/Tri-0.5B-Base,7,input,mean,zh,ko,r5,0.853515625,512
trillionlabs/Tri-0.5B-Base,7,input,mean,zh,ko,r10,0.896484375,512
trillionlabs/Tri-0.5B-Base,7,input,mean,zh,ko,mrr,0.7809630298829939,512
trillionlabs/Tri-0.5B-Base,7,input,mean,zh,ja,r1,0.810546875,512
trillionlabs/Tri-0.5B-Base,7,input,mean,zh,ja,r5,0.908203125,512
trillionlabs/Tri-0.5B-Base,7,input,mean,zh,ja,r10,0.939453125,512
trillionlabs/Tri-0.5B-Base,7,input,mean,zh,ja,mrr,0.8542252827540858,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,en,ko,r1,0.615234375,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,en,ko,r5,0.76953125,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,en,ko,r10,0.82421875,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,en,ko,mrr,0.6852348820852017,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,en,ja,r1,0.42578125,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,en,ja,r5,0.626953125,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,en,ja,r10,0.69921875,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,en,ja,mrr,0.5191092780900308,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,en,zh,r1,0.578125,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,en,zh,r5,0.759765625,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,en,zh,r10,0.80859375,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,en,zh,mrr,0.6645891559681825,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,ko,en,r1,0.556640625,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,ko,en,r5,0.708984375,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,ko,en,r10,0.744140625,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,ko,en,mrr,0.6274301073182886,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,ko,ja,r1,0.396484375,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,ko,ja,r5,0.595703125,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,ko,ja,r10,0.65625,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,ko,ja,mrr,0.4904900453844261,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,ko,zh,r1,0.33203125,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,ko,zh,r5,0.525390625,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,ko,zh,r10,0.5859375,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,ko,zh,mrr,0.4186800870734999,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,ja,en,r1,0.53125,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,ja,en,r5,0.70703125,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,ja,en,r10,0.75390625,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,ja,en,mrr,0.6145703803563023,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,ja,ko,r1,0.501953125,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,ja,ko,r5,0.65625,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,ja,ko,r10,0.724609375,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,ja,ko,mrr,0.5750647025695184,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,ja,zh,r1,0.52734375,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,ja,zh,r5,0.71875,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,ja,zh,r10,0.78515625,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,ja,zh,mrr,0.6133607027018001,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,zh,en,r1,0.658203125,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,zh,en,r5,0.791015625,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,zh,en,r10,0.83203125,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,zh,en,mrr,0.7211268846902568,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,zh,ko,r1,0.482421875,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,zh,ko,r5,0.66015625,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,zh,ko,r10,0.716796875,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,zh,ko,mrr,0.5657082288612841,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,zh,ja,r1,0.388671875,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,zh,ja,r5,0.609375,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,zh,ja,r10,0.6875,512
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,zh,ja,mrr,0.4901733557187606,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,en,ko,r1,0.736328125,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,en,ko,r5,0.875,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,en,ko,r10,0.8984375,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,en,ko,mrr,0.7964528536934201,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,en,ja,r1,0.73828125,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,en,ja,r5,0.87109375,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,en,ja,r10,0.91015625,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,en,ja,mrr,0.8003695762767004,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,en,zh,r1,0.732421875,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,en,zh,r5,0.8515625,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,en,zh,r10,0.89453125,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,en,zh,mrr,0.7892934743872765,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,ko,en,r1,0.94140625,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,ko,en,r5,0.974609375,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,ko,en,r10,0.98046875,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,ko,en,mrr,0.9575828779496485,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,ko,ja,r1,0.873046875,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,ko,ja,r5,0.947265625,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,ko,ja,r10,0.96484375,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,ko,ja,mrr,0.907092999186252,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,ko,zh,r1,0.736328125,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,ko,zh,r5,0.888671875,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,ko,zh,r10,0.916015625,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,ko,zh,mrr,0.8045650678724918,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,ja,en,r1,0.83203125,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,ja,en,r5,0.94140625,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,ja,en,r10,0.9609375,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,ja,en,mrr,0.8826031429252847,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,ja,ko,r1,0.873046875,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,ja,ko,r5,0.951171875,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,ja,ko,r10,0.978515625,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,ja,ko,mrr,0.9078355284288853,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,ja,zh,r1,0.873046875,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,ja,zh,r5,0.951171875,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,ja,zh,r10,0.96484375,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,ja,zh,mrr,0.9088674225646141,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,zh,en,r1,0.890625,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,zh,en,r5,0.958984375,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,zh,en,r10,0.978515625,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,zh,en,mrr,0.9250021338046808,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,zh,ko,r1,0.75,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,zh,ko,r5,0.888671875,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,zh,ko,r10,0.92578125,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,zh,ko,mrr,0.8124774365770684,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,zh,ja,r1,0.826171875,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,zh,ja,r5,0.92578125,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,zh,ja,r10,0.9453125,512
trillionlabs/Tri-0.5B-Base,7,post_attention,mean,zh,ja,mrr,0.871477746927267,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,en,ko,r1,0.56640625,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,en,ko,r5,0.72265625,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,en,ko,r10,0.783203125,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,en,ko,mrr,0.6420261147614328,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,en,ja,r1,0.359375,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,en,ja,r5,0.53125,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,en,ja,r10,0.626953125,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,en,ja,mrr,0.4457681390349972,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,en,zh,r1,0.5234375,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,en,zh,r5,0.697265625,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,en,zh,r10,0.74609375,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,en,zh,mrr,0.6038183035139943,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,ko,en,r1,0.4765625,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,ko,en,r5,0.625,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,ko,en,r10,0.6875,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,ko,en,mrr,0.5500728277266224,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,ko,ja,r1,0.330078125,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,ko,ja,r5,0.501953125,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,ko,ja,r10,0.57421875,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,ko,ja,mrr,0.41441408260860124,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,ko,zh,r1,0.23046875,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,ko,zh,r5,0.412109375,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,ko,zh,r10,0.490234375,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,ko,zh,mrr,0.3204588676849415,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,ja,en,r1,0.521484375,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,ja,en,r5,0.70703125,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,ja,en,r10,0.73828125,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,ja,en,mrr,0.606827839994245,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,ja,ko,r1,0.484375,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,ja,ko,r5,0.65625,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,ja,ko,r10,0.71484375,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,ja,ko,mrr,0.5614512435973154,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,ja,zh,r1,0.38671875,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,ja,zh,r5,0.62890625,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,ja,zh,r10,0.703125,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,ja,zh,mrr,0.4971722535296057,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,zh,en,r1,0.599609375,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,zh,en,r5,0.7578125,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,zh,en,r10,0.8046875,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,zh,en,mrr,0.6694559545952683,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,zh,ko,r1,0.419921875,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,zh,ko,r5,0.587890625,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,zh,ko,r10,0.658203125,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,zh,ko,mrr,0.5003070245690272,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,zh,ja,r1,0.302734375,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,zh,ja,r5,0.478515625,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,zh,ja,r10,0.5546875,512
trillionlabs/Tri-0.5B-Base,7,output,last_token,zh,ja,mrr,0.3848453883068178,512
trillionlabs/Tri-0.5B-Base,7,output,mean,en,ko,r1,0.251953125,512
trillionlabs/Tri-0.5B-Base,7,output,mean,en,ko,r5,0.345703125,512
trillionlabs/Tri-0.5B-Base,7,output,mean,en,ko,r10,0.41015625,512
trillionlabs/Tri-0.5B-Base,7,output,mean,en,ko,mrr,0.30974982464693446,512
trillionlabs/Tri-0.5B-Base,7,output,mean,en,ja,r1,0.283203125,512
trillionlabs/Tri-0.5B-Base,7,output,mean,en,ja,r5,0.443359375,512
trillionlabs/Tri-0.5B-Base,7,output,mean,en,ja,r10,0.498046875,512
trillionlabs/Tri-0.5B-Base,7,output,mean,en,ja,mrr,0.3600476865900256,512
trillionlabs/Tri-0.5B-Base,7,output,mean,en,zh,r1,0.208984375,512
trillionlabs/Tri-0.5B-Base,7,output,mean,en,zh,r5,0.3359375,512
trillionlabs/Tri-0.5B-Base,7,output,mean,en,zh,r10,0.388671875,512
trillionlabs/Tri-0.5B-Base,7,output,mean,en,zh,mrr,0.27654369376032123,512
trillionlabs/Tri-0.5B-Base,7,output,mean,ko,en,r1,0.19140625,512
trillionlabs/Tri-0.5B-Base,7,output,mean,ko,en,r5,0.271484375,512
trillionlabs/Tri-0.5B-Base,7,output,mean,ko,en,r10,0.291015625,512
trillionlabs/Tri-0.5B-Base,7,output,mean,ko,en,mrr,0.23070675930688544,512
trillionlabs/Tri-0.5B-Base,7,output,mean,ko,ja,r1,0.255859375,512
trillionlabs/Tri-0.5B-Base,7,output,mean,ko,ja,r5,0.388671875,512
trillionlabs/Tri-0.5B-Base,7,output,mean,ko,ja,r10,0.447265625,512
trillionlabs/Tri-0.5B-Base,7,output,mean,ko,ja,mrr,0.32102743138748446,512
trillionlabs/Tri-0.5B-Base,7,output,mean,ko,zh,r1,0.15234375,512
trillionlabs/Tri-0.5B-Base,7,output,mean,ko,zh,r5,0.236328125,512
trillionlabs/Tri-0.5B-Base,7,output,mean,ko,zh,r10,0.3046875,512
trillionlabs/Tri-0.5B-Base,7,output,mean,ko,zh,mrr,0.2070017013650463,512
trillionlabs/Tri-0.5B-Base,7,output,mean,ja,en,r1,0.279296875,512
trillionlabs/Tri-0.5B-Base,7,output,mean,ja,en,r5,0.380859375,512
trillionlabs/Tri-0.5B-Base,7,output,mean,ja,en,r10,0.41015625,512
trillionlabs/Tri-0.5B-Base,7,output,mean,ja,en,mrr,0.3263918198971592,512
trillionlabs/Tri-0.5B-Base,7,output,mean,ja,ko,r1,0.39453125,512
trillionlabs/Tri-0.5B-Base,7,output,mean,ja,ko,r5,0.5390625,512
trillionlabs/Tri-0.5B-Base,7,output,mean,ja,ko,r10,0.626953125,512
trillionlabs/Tri-0.5B-Base,7,output,mean,ja,ko,mrr,0.46940294072473476,512
trillionlabs/Tri-0.5B-Base,7,output,mean,ja,zh,r1,0.44921875,512
trillionlabs/Tri-0.5B-Base,7,output,mean,ja,zh,r5,0.58203125,512
trillionlabs/Tri-0.5B-Base,7,output,mean,ja,zh,r10,0.62109375,512
trillionlabs/Tri-0.5B-Base,7,output,mean,ja,zh,mrr,0.512693241308899,512
trillionlabs/Tri-0.5B-Base,7,output,mean,zh,en,r1,0.240234375,512
trillionlabs/Tri-0.5B-Base,7,output,mean,zh,en,r5,0.328125,512
trillionlabs/Tri-0.5B-Base,7,output,mean,zh,en,r10,0.373046875,512
trillionlabs/Tri-0.5B-Base,7,output,mean,zh,en,mrr,0.288774142812081,512
trillionlabs/Tri-0.5B-Base,7,output,mean,zh,ko,r1,0.30859375,512
trillionlabs/Tri-0.5B-Base,7,output,mean,zh,ko,r5,0.48046875,512
trillionlabs/Tri-0.5B-Base,7,output,mean,zh,ko,r10,0.55859375,512
trillionlabs/Tri-0.5B-Base,7,output,mean,zh,ko,mrr,0.3943615278922947,512
trillionlabs/Tri-0.5B-Base,7,output,mean,zh,ja,r1,0.474609375,512
trillionlabs/Tri-0.5B-Base,7,output,mean,zh,ja,r5,0.609375,512
trillionlabs/Tri-0.5B-Base,7,output,mean,zh,ja,r10,0.658203125,512
trillionlabs/Tri-0.5B-Base,7,output,mean,zh,ja,mrr,0.540126727968867,512
